Species;Taxa;Sex;Age.d;Weght.g;Length.cm;Asymptotic weight.g;Asymptotic length.cm;Paper ;Comments
Dosidicus gigas;Squid;NA;308.124;3178.646181;62.481;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;296.809;3179.305468;62.487;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;315.087;3205.626829;62.726;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;322.05;3316.011426;63.717;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;311.605;3316.573452;63.722;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;305.513;3373.14783;64.223;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;309.865;3429.549634;64.718;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;305.513;3458.341317;64.969;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;378.627;3482.298522;65.177;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;345.551;3484.375918;65.195;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;329.884;3485.414865;65.204;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;320.309;3485.99213;65.209;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;338.588;3542.463822;65.696;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;322.921;3543.512034;65.705;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;295.068;3574.33368;65.969;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;342.94;3600.36286;66.191;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;322.05;3601.772732;66.203;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;313.346;3602.360266;66.208;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;309.865;3661.255128;66.707;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;322.921;3719.587125;67.197;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;330.754;3748.818809;67.441;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;321.18;3809.46715;67.944;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;350.774;3837.616335;68.176;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;345.551;3837.981062;68.179;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;338.588;3838.467394;68.183;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;309.865;3840.291432;68.198;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;319.439;3900.377928;68.69;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;345.551;3959.852823;69.173;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;325.532;3961.212954;69.184;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;331.625;4022.553856;69.678;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;355.996;4051.911975;69.913;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;388.201;4112.233878;70.393;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;382.108;4112.612396;70.396;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;376.015;4113.117114;70.4;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;363.83;4113.874255;70.406;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;347.292;4146.502116;70.664;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;304.642;4181.050406;70.936;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;350.774;4209.48979;71.159;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;324.661;4211.406469;71.174;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;315.087;4212.045466;71.179;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;355.996;4240.982507;71.405;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;329.014;4274.919829;71.669;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;345.551;4305.768694;71.908;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;342.07;4370.561125;72.407;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;336.847;4370.95223;72.41;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;366.441;4433.90261;72.891;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;378.627;4465.756946;73.133;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;335.977;4468.790796;73.156;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;362.089;4532.757331;73.639;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;354.255;4566.458514;73.892;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;395.164;4596.676514;74.118;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;350.774;4600.025788;74.143;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;330.754;4601.499884;74.154;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;356.867;4733.846934;75.134;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;324.661;4770.117612;75.4;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;370.793;4800.639572;75.623;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;315.087;4804.890811;75.654;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;364.7;4869.59274;76.124;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;391.683;4901.979386;76.358;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;350.774;4905.030213;76.38;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;388.201;4936.70791;76.608;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;373.404;5007.401516;77.114;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;335.977;5045.203512;77.383;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;413.443;5074.255498;77.589;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;356.867;5113.887294;77.869;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;371.663;5147.989221;78.109;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;352.514;5184.927463;78.368;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;367.311;5255.054805;78.857;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;377.756;5326.123204;79.349;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;391.683;5361.122284;79.59;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;439.555;5576.527291;81.055;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;377.756;5655.728408;81.586;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;392.553;5691.872626;81.827;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;436.944;5876.436548;83.045;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;415.184;5878.270651;83.057;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;412.573;5993.203357;83.805;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;408.22;6344.546652;86.045;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;434.333;6421.715028;86.528;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;386.46;6626.851142;87.797;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;434.363;23347;;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;384.846;23278;;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;410.907;22245;;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;415.251;21832;;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;442.181;19490;;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;409.17;19008;;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;355.309;18733;;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;437.838;18595;;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;378.764;18182;;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;390.927;17631;;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;377.027;16736;;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;327.51;15978;;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;377.027;15909;;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;388.32;15840;;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;370.946;15771;;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;337.934;15289;;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;389.189;15152;;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;349.228;15083;;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;364.865;14945;;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;377.027;14807;;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;415.251;14738;;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;322.297;14532;;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;363.127;14532;;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;336.197;14394;;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;351.834;14050;;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;315.347;13843;;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;344.884;13774;;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;326.641;13705;;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;360.521;13705;;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;367.471;13705;;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;386.583;13705;;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;346.622;13430;;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;371.815;13292;;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;347.49;13154;;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;353.571;13154;;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;332.722;12948;;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;371.815;12879;;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;379.633;12879;;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;391.795;12810;;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;353.571;12603;;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;324.903;12466;;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;367.471;12466;;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;351.834;12397;;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;332.722;12190;;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;304.923;12052;;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;359.653;12052;;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;349.228;11983;;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;362.259;11777;;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;372.683;11777;;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;332.722;11708;;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;318.822;11570;;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;326.641;11433;;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;379.633;11226;;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;385.714;11226;;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;316.216;10950;;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;321.429;10950;;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;328.378;10813;;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;328.378;10399;;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;349.228;10331;;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;352.703;10124;;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;357.915;10124;;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;349.228;10055;;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;392.664;9917;;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;381.371;9642;;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;322.297;9573;;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;332.722;9435;;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;317.954;9298;;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;325.772;9298;;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;308.398;9229;;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;340.541;9229;;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;313.61;8747;;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;380.502;8678;;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;344.015;8609;;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;317.954;8471;;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;330.985;8471;;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;305.792;8264;;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;317.954;8127;;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;344.015;8127;;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;284.073;7989;;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;315.347;7920;;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;300.579;7645;;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;307.529;7645;;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;317.954;7645;;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;343.147;7645;;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;346.622;7645;;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;315.347;7438;;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;322.297;7438;;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;333.591;7369;;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;324.903;6818;;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;289.286;6680;;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;310.135;6680;;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;315.347;6474;;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;279.73;6405;;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;296.236;6267;;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;301.448;6267;;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;317.954;6129;;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;270.174;6061;;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
Dosidicus gigas;Squid;NA;304.923;6061;;6.50E+04;1.20E+02;MarkQuin2004 / Kooijman 2018 / RosaYama2013 (W_inf) ;
